: 1508199806:0;python -v
: 1533930382:0;yarn start
: 1533934825:0;node db/seedgeocode.js
: 1533935030:0;yarn start
: 1533935045:0;node db/seedgeocode.js
: 1533937813:0;yarn start
: 1534090987:0;cd Desktop/d3-polymap
: 1534090997:0;touch index.html
: 1534091008:0;touch map.css
: 1534091017:0;touch map.js
: 1534091026:0;code .
: 1534091095:0;open index.html
: 1534125659:0;cd Desktop/fdamern
: 1534125662:0;code .
: 1534126476:0;node server.js
: 1534126501:0;node db/seedgeocode.js
: 1534127497:0;npm i @google/maps
: 1534127523:0;node db/seedgeocode.js
: 1534127586:0;node server.js
: 1534127637:0;yarn install
: 1534127652:0;node server.js
: 1534127658:0;node db/seedgeocode.js
: 1534129750:0;cd app
: 1534129760:0;yarn start
: 1534130454:0;git add .
: 1534130485:0;git commit -m "geocode REST API working"
: 1534130490:0;git push
: 1534130499:0;git add .
: 1534130506:0;git commit
: 1534180402:0;cd Desktop/fdamern
: 1534180404:0;code .
: 1534180419:0;yarn start
: 1534180919:0;node db/seedgeocode.js
: 1534185321:0;cd Desktop/fdamern
: 1534185324:0;code .
: 1534185340:0;yarn start
: 1534185347:0;cd app
: 1534185352:0;yarn start
: 1534195550:0;cd ..
: 1534195568:0;cd app
: 1534196405:0;yarn start
: 1534202400:0;git add .
: 1534202429:0;git commit -m "new geocode api. needs improvement"
: 1534202436:0;git add
: 1534202439:0;git add .
: 1534202479:0;git push
: 1534202484:0;git pull
: 1534202491:0;git pull origin master
: 1534202524:0;git push
: 1534202756:0;yarn start
: 1534204229:0;git add .
: 1534204295:0;git commit -m "deckgl working. needs k clustering"
: 1534204300:0;git push
: 1534351693:0;cd Desktop/fdamern
: 1534351721:0;code .
: 1534390770:0;cd Development/node
: 1534390772:0;ls
: 1534390789:0;cd ..
: 1534390790:0;ls
: 1534390799:0;cd reac-red
: 1534390801:0;ls
: 1534390812:0;code .
: 1534390841:0;git clone git@github.com:deanban/map-state-to-props-lab-web-071717.git
: 1534390845:0;cd map-state-to-props-lab-web-071717
: 1534390944:0;yarn install
: 1534391085:0;yarn test
: 1534391704:0;learn
: 1534391767:0;learn submit
: 1534464229:0;cd Desktop/vis-academy
: 1534464238:0;code .
: 1534464410:0;cd ..
: 1534464415:0;cd fdamern
: 1534464418:0;code .
: 1534464434:0;yarn start
: 1534464497:0;cd src/demos/custom-layers/2-adaptor-layer
: 1534464504:0;yarn start
: 1534465041:0;cd app
: 1534465083:0;yarn install @turf/helpers
: 1534465090:0;yarn add @turf/helpers
: 1534465145:0;yarn add @turf/clusters-kmeans
: 1534465962:0;yarn start
: 1534466032:0;code .
: 1534466045:0;yarn start
: 1534466054:0;cd app
: 1534466057:0;yarn start
: 1534468459:0;yarn add @turf
: 1534468492:0;yarn add @turf/turf
: 1534468547:0;code .
: 1534468594:0;yarn start
: 1534468600:0;cd app
: 1534468605:0;yarn start
: 1534469037:0;git add .
: 1534469078:0;yarn start
: 1534469080:0;git add .
: 1534469084:0;yarn start
: 1534469160:0;git add .
: 1534469199:0;git commit -m 'turf clustering works. need improvements'
: 1534469204:0;git push
: 1534515447:0;cd Desktop
: 1534515454:0;cd fdamern
: 1534515458:0;code .
: 1534516730:0;cd Desktop/vis-academy/src/demos/custom-layers/2-adaptor-layer
: 1534516733:0;code .
: 1534516865:0;yarn start
: 1534517125:0;code .
: 1534518638:0;yarn start
: 1534524929:0;cd Desktop/fdamern
: 1534524932:0;code .
: 1534524981:0;yarn start
: 1534524987:0;cd app
: 1534524990:0;yarn start
: 1534526011:0;git add .
: 1534526045:0;git commit -m "k-means cluster working perfectly now."
: 1534526048:0;git push
: 1534529333:0;yarn start
: 1534530381:0;cd Desktop/d3-polymap
: 1534530395:0;touch index2.html
: 1534530427:0;code index2.html
: 1534530441:0;open index2.html
: 1534530686:0;yarn start
: 1534545365:0;cd Desktop/d3-polymap
: 1534545376:0;code .
: 1534545501:0;cd Desktop/grid
: 1534545512:0;touch grid.html
: 1534545518:0;touch grid.css
: 1534545522:0;code .
: 1534554746:0;cd Desktop/d3-got
: 1534554759:0;touch got.html
: 1534554762:0;touch got.css
: 1534554765:0;touch got.js
: 1534554769:0;code .
: 1534559101:0;cd Desktop/fireworks
: 1534559115:0;touch fireworks.js
: 1534559121:0;touch fireworks.html
: 1534559123:0;touch fireworks.css
: 1534559193:0;cd Desktop/fireworks
: 1534559203:0;code .
: 1535469221:0;python -v
: 1535469252:0;python --version
: 1535559854:0;cd Desktop
: 1535559859:0;git clone git@github.com:deanban/advanced-css-course.git
: 1535559881:0;cd advanced-css-course
: 1535559887:0;code .
: 1535561971:0;cd Desktop
: 1535561974:0;cd advanced-css-course
: 1535561985:0;code .
: 1535569934:0;cd Desktop/advanced-css-course
: 1535569937:0;ls
: 1535569942:0;cd Natours
: 1535569944:0;ls
: 1535569949:0;cd starter
: 1535569951:0;ls
: 1535570053:0;git co -b starter-sec2
: 1535570083:0;git co starter-sec2
: 1535570089:0;git push
: 1535570123:0;git push origin starter-sec2
: 1535570252:0;git pull
: 1535570269:0;git push origin starter-sec2
: 1535570321:0;git add .
: 1535570362:0;git commit -m "section 2 done"
: 1535570369:0;git push
: 1535732462:0;cd Desktop/advanced-css-course
: 1535732475:0;ls
: 1535732481:0;cd Natours
: 1535732483:0;ls
: 1535732493:0;cd starter
: 1535732494:0;ls
: 1535732517:0;cd ..
: 1535732528:0;code .
: 1536114060:0;git config --list
: 1536114103:0;git config user.name
: 1536115061:0;git credential-osxkeychain
: 1536115202:0;brew install git
: 1536115370:0;git credential-osxkeychain
: 1536115433:0;git -v
: 1536115438:0;git --version
: 1536115526:0;git config --global user.name "deanban"
: 1536115675:0;git config --global user.email "pbp2005@gmail.com"
: 1536115689:0;git config --global user.name
: 1536115756:0;ssh-keygen -t rsa -b 4096 -C "pbp2005@gmail.com"
: 1536115898:0;eval "$(ssh-agent -s)"
: 1536115921:0;ls
: 1536115924:0;l s-a
: 1536115928:0;ls -a
: 1536115964:0;ls .ssh
: 1536115979:0;cd .ssh
: 1536115981:0;ls -a
: 1536116021:0;ssh-add -K ~/.ssh/id_rsa
: 1536116081:0;pbcopy < ~/.ssh/id_rsa.pub
: 1536116160:0;cd ..
: 1536116279:0;cd Development/cstrack
: 1536116280:0;ls
: 1536116290:0;git clone git@github.com:deanban/insertion-sort-lab-immersive-alum.git
: 1536116336:0;cd insertion-sort-lab-immersive-alum
: 1536116338:0;code .
: 1536116374:0;learn
: 1536116388:0;learn submit
: 1536116526:0;git config user.name
: 1536116532:0;git config user.email
: 1536116549:0;brew update
: 1536116559:0;ruby -v
: 1536116937:0;rails -v
: 1536116949:0;gem update
: 1536117602:0;rvm list
: 1536117781:0;rvm install ruby-2.5.0
: 1536118094:0;ruby -v
: 1536118100:0;ruby list
: 1536118105:0;rvm list
: 1536297383:0;cd Desktop/testsite2
: 1536297402:0;touch times_tables.html
: 1536297408:0;code .
: 1536300262:0;cd /Applications/Xcode.app/Contents/Developer
: 1536300265:0;ls
: 1536300286:0;cd Toolchains
: 1536300289:0;ls
: 1536300314:0;cd ..
: 1536300330:0;cd Applications
: 1536300332:0;ls
: 1536300354:0;cd ..
: 1536300361:0;cd
: 1536300404:0;cd ~/Library/Developer/Xcode/iOS\ DeviceSupport/
: 1536300412:0;cd /Library/Developer/Xcode/iOS\ DeviceSupport/
: 1536300421:0;cd ~/Library/Developer/Xcode/
: 1536300424:0;ls
: 1536300453:0;cd /Applications/Xcode.app/Contents/Developer/Platforms/
: 1536300455:0;ls
: 1536597852:0;cd Desktop/advanced-css-course
: 1536597854:0;ls
: 1536597922:0;cd Natours
: 1536597923:0;ls
: 1536597931:0;cd starter
: 1536597932:0;LS
: 1536597937:0;code .
: 1536597973:0;git add .
: 1536597990:0;git commit -m "starting sec5"
: 1536597993:0;git push
: 1536598038:0;code .
: 1536598061:0;git co -b "sec5"
: 1536598096:0;node init
: 1536598108:0;npm init
: 1536598193:0;npm install node-sass --save-dev
: 1536598818:0;npm run compile:sass
: 1536599460:0;npm install live-server --save-dev
: 1536599517:0;live-server
: 1536599541:0;node_modules/live-server
: 1536599568:0;cd starter
: 1536599589:0;node_modules/live-server live-server.js
: 1536599631:0;yarn add live-server -g
: 1536599663:0;live-server
: 1536599695:0;npm install -g live-server
: 1536599707:0;live-server
: 1536599722:0;cd ..
: 1536599734:0;live-server
: 1536599969:0;git add .
: 1536599986:0;git commit -m "sass install"
: 1536599991:0;git push
: 1536637248:0;npm list
: 1536637252:0;npm list -g
: 1536637296:0;npm list -g --depth=0
: 1536637374:0;npm uninstall -g turbo-cli
: 1536637387:0;npm list -g --depth=0
: 1536637430:0;npm outdated -g --depth=0
: 1536637513:0;npm install npm@5.10.0 -g
: 1536637577:0;npm install create-react-app@latest  -g
: 1536637660:0;npm install babel-eslint@wanted eslint@wanted eslint-plugin-react@wanted  -g
: 1536637695:0;npm install babel-eslint@latest eslint@latest eslint-plugin-react@latest  -g
: 1536637715:0;npm outdated -g --depth=0
: 1536637854:0;npm install webpack@latest  -g
: 1536637975:0;npm outdated -g --depth=0
: 1536770267:0;cd Desktop/advanced-css-course
: 1536770270:0;code .
: 1536770636:0;live-server
: 1536770734:0;npm run compile:sass
: 1536770827:0;cd starter
: 1536770830:0;npm run compile:sass
: 1536771897:0;ls
: 1536771900:0;cd Natours
: 1536771904:0;cd starter
: 1536771925:0;cd sass
: 1536771930:0;cd abstracts
: 1536771960:0;touch _variables.scss _mixins.scss _functions.scss
: 1536771982:0;cd ..
: 1536771986:0;cd components
: 1536772002:0;cd ..
: 1536772012:0;mkdir layout
: 1536772049:0;mkdir pages
: 1536772064:0;cd pages
: 1536772073:0;touch _home.scss
: 1536772075:0;cd ..
: 1536772647:0;npm run compile:sass
: 1536779936:0;cd Desktop/advanced-css-course/Natours/starter
: 1536779979:0;git add .
: 1536780051:0;git commit -m "7/1 architecture implemented & about section started"
: 1536780060:0;git push
: 1536780955:0;npm run compile:sass
: 1536780973:0;live-server
: 1536784746:0;npm run compile:sass
: 1536784751:0;live-server
: 1536785600:0;git add .
: 1536785615:0;git commit -m "about section done"
: 1536785620:0;git push
: 1536990367:0;node
: 1537374189:0;cd Desktop/advanced-css-course/Natours/starter
: 1537374193:0;code .
: 1537374272:0;live-server
: 1537374307:0;npm run compile:sass
: 1537376388:0;cd Desktop/advanced-css-course/Natours
: 1537376389:0;ls
: 1537376393:0;code .
: 1537376452:0;npm run compile:sass
: 1537376460:0;live-server
: 1537376513:0;cd starter
: 1537376516:0;live-server
: 1537376966:0;npm run compile:sass
: 1537378583:0;cd starter
: 1537378587:0;git add 
: 1537378589:0;git add .
: 1537378620:0;git commit -m "section feature done"
: 1537378626:0;git push
: 1537380460:0;npm run compile:sass
: 1537381878:0;git add .
: 1537381906:0;git commit -m "card animations done"
: 1537381908:0;git push
: 1537473119:0;cd Desktop/advanced-css-course/Natours
: 1537473121:0;code .
: 1537473138:0;cd starter
: 1537473142:0;live-server
: 1537473409:0;cd
: 1537473418:0;cd Desktop/fdamern
: 1537473425:0;code .
: 1537473444:0;node server.js
: 1537473453:0;cd app
: 1537473459:0;yarn start
: 1537473658:0;live-server
: 1537473718:0;cd starter
: 1537473731:0;npm run compile:sass
: 1537554095:0;cd /Applications/Xcode.app/Contents/Developer
: 1537554096:0;ls
: 1537554105:0;cd Toolchains
: 1537554108:0;ls
: 1537554172:0;cd ..
: 1537554174:0;ls
: 1537554203:0;cd
: 1537554205:0;sudo rm -rf /Applications/Xcode.app/Contents/Developer/Toolchains/Swift_2.3.xctoolchain
: 1537554222:0;rm -rf ~/Library/Developer/Xcode/iOS\ DeviceSupport/
: 1537554237:0;cd ~/Library/Developer/Xcode
: 1537554239:0;ls
: 1537554258:0;cd iOS\ Device\ Logs
: 1537554261:0;ls
: 1537554280:0;cd ~/Library/Developer
: 1537554282:0;ls
: 1537554289:0;cd Xcode
: 1537554291:0;ls
: 1537554296:0;cd UserData
: 1537554298:0;ls
: 1537554307:0;cd ..
: 1537554312:0;ls
: 1537554317:0;cd CoreSimulator
: 1537554319:0;ls
: 1537554323:0;cd Devices
: 1537554324:0;ls
: 1537554340:0;rm -rf ~/Library/Developer/CoreSimulator/Devices/*
: 1537554414:0;cd ~/Library/Developer
: 1537554416:0;ls
: 1537554419:0;cd Xcode
: 1537554421:0;ls
: 1537554433:0;cd iOS\ Device\ Logs
: 1537554436:0;ls
: 1537811766:0;cd Desktop/redux-test
: 1537811860:0;create-react-app reduxpost
: 1537811893:0;ls
: 1537811899:0;cd reduxpost
: 1537811902:0;code .
: 1537811970:0;yarn add redux react-redux redux-thunk
: 1537812104:0;yarn add redux-devtools-extension
: 1537812318:0;yarn start
: 1538080853:0;cd Desktop/testsite2
: 1538080869:0;touch test.html
: 1538080878:0;vim test.html
: 1538080911:0;code test.html
: 1538150494:0;cd Desktop
: 1538150523:0;mkdir devcon-mern
: 1538150527:0;cd devcon-mern
: 1538150531:0;npm init
: 1538150645:0;yarn add express mongoose passport passport-jwt jsonwebtoken body-parser bcryptjs validator 
: 1538150699:0;yarn add nodemon --dev
: 1538150937:0;node server
: 1538151060:0;yarn start dev
: 1538151166:0;npm run dev
: 1538152423:0;git init
: 1538152436:0;git add README.md
: 1538152460:0;echo "# devcon-mern" >> README.md
: 1538152463:0;git add README.md
: 1538152467:0;git add .
: 1538152492:0;git commit -m 'basic server and mlab working'
: 1538152507:0;git remote add origin git@github.com:deanban/devcon-mern.git
: 1538152520:0;git push -u origin master
: 1538152578:0;npm run dev
: 1538153688:0;yarn add gravatar
: 1538154159:0;npm run dev
: 1538160884:0;git add .
: 1538160935:0;git commit -m 'register and login skeleton done. some validations.\
'
: 1538160940:0;git push
: 1538525182:0;yarn update
: 1538525189:0;yarn update all
: 1538525274:0;node -v
: 1538525341:0;yarn outdate
: 1538525357:0;yarn outdated
: 1538525433:0;brew upgrade yarn
: 1538525596:0;node -v
: 1538585100:0;cd Desktop/devcon-mern
: 1538585121:0;code .
: 1538585432:0;yarn dev
: 1538586877:0;git add .
: 1538586891:0;git commit -m 'validator progress'
: 1538586895:0;git push
: 1538586906:0;yarn dev
: 1538589472:0;git add .
: 1538589514:0;git commit -m 'register, login validation done. Profile progress.'
: 1538589516:0;git push
: 1538590190:0;yarn dev
: 1538618373:0;chmod 700 gitbash
: 1538618380:0;./gitbash
: 1538618466:0;chmod 700 gitbash
: 1538618467:0;./gitbash
: 1538618512:0;/Users/dean/Desktop/devcon-mern/gitbash
: 1538618666:0;chmod 700 gitbash
: 1538618670:0;./gitbash
: 1538618782:0;chmod 700 gitbash
: 1538618784:0;./gitbash
: 1538618851:0;.git/config
: 1538618868:0;open .git/config
: 1538618961:0;git credential-osxkeychain
: 1538619027:0;git config --global credential.helper osxkeychain
: 1538619067:0;chmod 700 gitbash
: 1538619072:0;./gitbash
: 1538675817:0;cd Desktop/devcon-mern
: 1538675819:0;code .
: 1538675856:0;cd Desktop/devcon-mern
: 1538675860:0;code .
: 1538676721:0;yarn dev
: 1538677859:0;./gitbash
: 1538678377:0;yarn dev
: 1538679367:0;./gitbash
: 1539052162:0;cd Desktop/bookmark-js
: 1539052178:0;touch index.html index.js
: 1539052184:0;code .
: 1539061903:0;echo "# bookmarks-js" >> README.md\
git init\
git add README.md\
git commit -m "done""\
git remote add origin git@github.com:deanban/bookmarks-js.git\
git push -u origin master
: 1539061925:0;echo "# bookmarks-js" >> README.md\
git init\
git add README.md\
git commit -m "done"\
git remote add origin git@github.com:deanban/bookmarks-js.git\
git push -u origin master
: 1539061956:0;git add .
: 1539061963:0;git commit -m "done"
: 1539061968:0;git push
: 1539062058:0;git add .
: 1539062070:0;git commit -m "done""
: 1539062072:0;git commit -m "done"
: 1539062076:0;git push
: 1539399146:0;code .
: 1539701615:0;cd Desktop/devcon-mern
: 1539701621:0;code .
: 1539702425:0;node test
: 1539702461:0;node dev
: 1539702484:0;node run dev
: 1539702501:0;node server.js
: 1539702520:0;node dev
: 1539702562:0;yarn install
: 1539702575:0;node dev
: 1539702581:0;node start dev
: 1539702586:0;node dev
: 1539702616:0;yarn dev
: 1539707885:0;./gitbash
: 1539708199:0;yarn dev
: 1539709789:0;./gitbash
: 1539709838:0;yarn dev
: 1539713346:0;./gitbash
: 1539713635:0;yarn dev
: 1539715025:0;./gitbash
: 1539715051:0;yarn dev
: 1539716636:0;./gitbash
: 1539791980:0;cd Desktop/fdamern
: 1539791990:0;code .
: 1540825523:0;cd Desktop/fdamern
: 1540825536:0;code .
: 1540825548:0;cd..
: 1540825553:0;cd ..
: 1540825560:0;cd fda
: 1540825565:0;cd ..
: 1540825570:0;cd devcon-mern
: 1540825575:0;code .
: 1540826076:0;create-react-app client
: 1540826634:0;npm run dev
: 1540826797:0;yarn add concurrently
: 1540827189:0;yarn start dev
: 1540827204:0;yarn dev
: 1540827793:0;yarn devcon
: 1540827872:0;cd client/
: 1540827879:0;yarn start
: 1540827922:0;yarn devcon
: 1540828023:0;npm run devcon
: 1540828119:0;yarn devcon
: 1540828719:0;git status
: 1540828728:0;git add .
: 1540828746:0;git commit -m "started frontend"
: 1540828759:0;git push
: 1540829520:0;yarn devcon
: 1540831137:0;cd client
: 1540831161:0;yarn add react-router-dom
: 1540831197:0;yarn devcon
: 1540833409:0;yarn add axios
: 1540833421:0;yarn devcon
: 1540834431:0;yarn dev
: 1540834698:0;yarn devcon
: 1540838083:0;./gitbash
: 1540839439:0;cd client
: 1540839457:0;yarn add classnames
: 1540839496:0;yarn devcon
: 1540840139:0;./gitbash
: 1540840145:0;cd ..
: 1540840147:0;./gitbash
: 1540941977:0;cd Desktop/devcon-mern
: 1540941983:0;code .
: 1540942024:0;cd client
: 1540942040:0;yarn add redux react-redux redux-thunk
: 1540942095:0;yarn devcon
: 1540943114:0;./gitbash
: 1540943127:0;yarn devcon
: 1540944132:0;./gitbash
: 1540944526:0;yarn devcon
: 1540946100:0;./gitbash
: 1540946157:0;yarn devcon
: 1540946646:0;cd client
: 1540946669:0;yarn add jwt-decode
: 1540946683:0;yarn devcon
: 1540950801:0;./gitbash
: 1540950855:0;yarn devcon
: 1540952957:0;cd Desktop/devcon-mern
: 1540952959:0;code .
: 1540952993:0;yarn devcon
: 1540953003:0;./gitbash
: 1540953235:0;yarn devcon
: 1540953835:0;cd client
: 1540953845:0;cd ..
: 1540953849:0;./gitbash
: 1540953974:0;cd Desktop/devcon-mern
: 1540953976:0;code .
: 1540954011:0;yarn devcon
: 1541088641:0;cd Desktop
: 1541088648:0;cd devcon-mern
: 1541088650:0;code .
: 1541088829:0;yarn devcon
: 1541090193:0;./gitbash
: 1541090273:0;yarn devcon
: 1541092778:0;./gitbash
: 1541092985:0;yarn devcon
: 1541094758:0;./gitbash
: 1541095145:0;yarn devcon
